"CRSE_CRSE_ID"|"CRSE_EFFDT"|"COFFR_ACAD_CAREER"|"COFFR_SUBJECT"|"COFFR_SUBJECT_LDESC"|"COFFR_CATALOG_NBR"|"COFFR_ACAD_GROUP"|"COFFR_ACAD_GROUP_LDESC"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCR"|"CRSE_DESCRLONG"|"CTPCS_CRSE_ATTR"|"CTPCS_CRSE_ATTR_VALUE"|"CATALOG NOTES 1"|"CATALOG NOTES 2"
"041422"|"2020-01-27"|"UGRD"|"COMM"|"Communication"|"335"|"LA"|"Liberal Arts"|"Lying & Deception"|"Lying & Deception"|"Deception occurs in communication behavior across species and lying (i.e., intentional deception) is a pervasive phenomenon in human communication. This course explores the varieties of deceptive communication, their causes and consequences in a wide range of contexts (advertising, art, interspecies contact, family and romantic relationships, journalism, mass media, politics, etc.), and the strategies used to detect their occurrence (behavioral cues, interrogations, integrity testing, polygraphs, etc.). Examines the nature of lying and deception, truth, and various ethical perspectives associated with truth telling and deception."|"Pre-requisite: COMM 220"|" "|""|""
"041423"|"2019-09-03"|"UGRD"|"ENGL"|"English"|"187G"|"LA"|"Liberal Arts"|"Schooled: Rethinking Education"|"Schooled Rethinking Education"|"Education is an institution at odds with itself: it's valued but never fully funded. Our goal is to prepare students for the future, but our teaching is rooted in the past. We want students to become independent, but we expect them to follow rigid rules. With all these contradictions it's no surprise that education doesn't 'work' for every student. This class will problematize education by examining our own experiences, looking at literary representations of school and learning, and putting both of them in conversation with what theorists and experts have to say. We will ask whether what we read can lead to a deeper understanding of our own experiences and our culture by examining themes such as gender, race and racism, socioeconomic and poverty, literacy and language and power structures. Working with critical concepts and terminology will enable us to reach a better understanding of how the writing we read works and will help us tell own stories more effectively. In the end you will use your understanding and your experience as a means to developing a potential solution to one of the problems of education."|" "|"First Year Seminar"|""|""
"041424"|"2024-01-22"|"UGRD"|"ENGL"|"English"|"454"|"LA"|"Liberal Arts"|"English Internship"|"English Internship"|"This is a course for English majors with approved internships that connect to skills learned in the English Department. The course/internship will provide experience working in a professional setting/context and will offer students the potential to reflect on potential career paths. Students meet periodically with a faculty internship director to discuss the progress of the internship. Course requirements typically include a journal or end-of-term portfolio, as well as a reflection essay and evaluation of the internship. For full information about requirements, see the English Department Undergraduate Office. Because potential faculty internship directors made commitments early, students are encouraged to apply during advanced registration. This course awards 3 credits for approximately 10 hours/week of work with the internship (or 150 hours over the course of the semester), in addition to the required portfolio and reflection piece."|"Pre-requisite: ENGL 200 and ENGL 201 or ENGL 202 and 3 upper-level English courses"|" "|""|""
"041425"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"101"|"GCOE"|"College of Educ&Human Develp"|"Foundations of Sport Leadership"|"Foundations of Sport Leadershi"|"This course examines the role that leadership plays within the sport industry and how traditional leadership skill may or may not be effective within that industry. Management style, decision-making approaches, and communicative skill are discussed within an ethical and legal framework. Current trends in leadership are examined within a historical context. Students will also have the opportunity to explore the career choices available within the industry."|" "|" "|""|""
"041426"|"2022-09-06"|"UGRD"|"UPCD"|"Urban Planning and Community Development"|"351L"|"SFE"|"School for the Environment"|"Architecture and Human Built Environment Interactions"|"Arch. Human Built Environ."|"This course introduces students to the connections between architecture and human-made places and spaces and emphasizes student engagement and creative problem-solving. This course is a multidisciplinary and multilayered exploration of how architecture and urban design respond to, and interact with, the numerous forces, such as the culture and environmental contexts, that shape their development and uses case studies from the United States and around the world as examples. Moreover, a broad range of the works of socially-mined architects will be discussed for increasing the awareness of the built environment. Topics will include environmentally conscious architecture, regionalism in architecture, the critical role of architects in reconstruction the built environment after catastrophes, and, how architecture and urban design can foster healthy urban environments."|"Pre-requisite: 30 credits or permission of instructor"|" "|"UPCD 351L and ENVSTY 351L are the same course"|""
"041426"|"2022-09-06"|"UGRD"|"ENVSTY"|"Environmental Studies"|"351L"|"SFE"|"School for the Environment"|"Architecture and Human Built Environment Interactions"|"Arch. Human Built Environ."|"This course introduces students to the connections between architecture and human-made places and spaces and emphasizes student engagement and creative problem-solving. This course is a multidisciplinary and multilayered exploration of how architecture and urban design respond to, and interact with, the numerous forces, such as the culture and environmental contexts, that shape their development and uses case studies from the United States and around the world as examples. Moreover, a broad range of the works of socially-mined architects will be discussed for increasing the awareness of the built environment. Topics will include environmentally conscious architecture, regionalism in architecture, the critical role of architects in reconstruction the built environment after catastrophes, and, how architecture and urban design can foster healthy urban environments."|"Pre-requisite: 30 credits or permission of instructor"|" "|"UPCD 351L and ENVSTY 351L are the same course"|""
"041430"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"180"|"GCOE"|"College of Educ&Human Develp"|"Career Exploration and Development in the Sport Industry"|"Career Exploration"|"This course is designed to expose students to various career paths in the sport industry and develop professional skills in order to be a competitive candidate for a career in sport. Students will research various career paths in the industry, conduct interviews and network with current professionals in the industry, and learn about how to effectively navigate the sport industry."|" "|" "|""|""
"041431"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"201"|"GCOE"|"College of Educ&Human Develp"|"Sport in Society"|"Sport in Society"|"This course focuses on contemporary issues and controversies in and related to sport. The course is designed to enhance learners' understanding of the broader social implications of sport and equip them with the tools necessary to be socially conscious and responsible leaders in the sport industry. Various aspects of the sport will be covered including social theories, the history of sports, sports and socialization, sports and children, sports in high school and college, sports and the economy, sports and the media, deviance in sport, violence and aggression in sport, sports and politics, social class and sport, gender and sports, race and sports, international sport, and sport for development."|" "|" "|""|""
"041432"|"2023-01-23"|"UGRD"|"SL"|"Sport Leadership"|"280"|"GCOE"|"College of Educ&Human Develp"|"Internship I: Sport Practicum"|"Internship I: Sport Practicum"|"The purpose of this course is to provide an experiential learning opportunity for students to develop their professional skill set in preparation to be successful in the sport industry. Students will complete contact hours at a sport related site and be supervised by a site supervisor. Students will also critically reflect upon their practicum experiences via weekly log submissions. Students will also complete an agency analysis and portfolio at the conclusion of the course."|"Pre-requisite: SL 180"|"Non-degree exclude from list"|""|""
"041433"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"301"|"GCOE"|"College of Educ&Human Develp"|"Sport Operations"|"Sport Operations"|"The purpose of this course is expose students to the interworking of operations of sport organizations including risk, facility, and event management. Students will learn about the various procedures, protocols, and best practices for effectively organizing and managing sport events and facilities. Key topics of the course will include risk management, event planning process, budgeting, staffing, communications, and evaluation processes."|" "|" "|""|""
"041434"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"302"|"GCOE"|"College of Educ&Human Develp"|"Sport Marketing and Sales"|"Sport Marketing and Sales"|"The purpose of this course is to introduce students to the basic principles of sport marketing and equip them with the knowledge and skills necessary to be effective sport marketers. This introductory course will focus on the uniqueness of sport marketing, strategic marketing management, sport consumer behavior, data-based marketing and the role research in sport marketing, market segmentation, product and brand management, pricing strategies, promotions, sales, licensing, sponsorship, electronic media, public relations, legal aspects of sport marketing, evaluation methods in marketing, and the future directions of sport marketing."|" "|" "|""|""
"041435"|"2023-01-23"|"UGRD"|"SL"|"Sport Leadership"|"380"|"GCOE"|"College of Educ&Human Develp"|"Internship II: Domestic"|"Internship II: Domestic"|"The purpose of this course is to provide an experiential learning opportunity for students to develop their professional skill set in preparation to be successful in the sport industry. Students will complete contact hours at a sport related site and be supervised by a site supervisor. Students will also critically reflect upon their practicum experience via weekly log submissions. Students will also complete an agency analysis and portfolio at the conclusion of the course."|"Pre-requisite: SL 180"|"Non-degree exclude from list"|""|""
"041436"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"381"|"GCOE"|"College of Educ&Human Develp"|"Internship III: International"|"Internship III: International"|"The purpose of this course is to provide an experiential learning opportunity for students to develop their professional skill set in preparation to be successful in the sport industry. Students will complete contact hours at a sport related site and be supervised by a site supervisor. Students will also critically reflect upon their practicum experiences via weekly log submissions. Students will also complete an agency analysis and portfolio at the conclusion of the course."|"Pre-requisite: SL 180"|" "|""|""
"041437"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"401"|"GCOE"|"College of Educ&Human Develp"|"Sport Law, Ethics, and Equity"|"Sport Law, Ethics, and Equity"|"The purpose of this course to introduce students to the legal doctrines, major statutes, standards, and case law that establish legal responsibilities, rights, privileges, and controls as it relates to managerial functions in the sport industry. Students will learn the intersections and distinctions between legality, ethics, and morality in relation to sport organizations and practices. Students will learn key ethical concepts, principles, and theories and explore the usefulness of applying these approaches and strategies to issues facing professionals in the sport management industry. Students will learn about how sport fosters equity and inequity in society. Key topical areas that will be covered in this course include ethical decision making, ethical leadership, and applied sport ethics."|" "|" "|""|""
"041438"|"2023-01-23"|"UGRD"|"SL"|"Sport Leadership"|"498"|"GCOE"|"College of Educ&Human Develp"|"Capstone: Sport and Social Change"|"Capstone:Sport & Social Change"|"The purpose of this course is to provide students with an opportunity to learn about the various ways sport can impact society positively. In this course, students will learn about different social issues connected to sport and engage in critical reflection on how to redress these issues. Through a series of readings, discussions, and assignments students will gain an understanding of how to create sporting spaces that improved equity in society."|"Pre-requisite: SL 101 and SL 180"|"Non-degree exclude from list"|""|""
"041440"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"410"|"GCOE"|"College of Educ&Human Develp"|"Sport Activism, Advocacy, and Agency"|"Sport Activism, Advoc, & Agen"|"This course explores the history of activism, advocacy, and agency in and through sport. Students will be introduced to a typology of sport activism that delineates different types of resistance including symbolic, scholarly, grassroots, sports-based, economic, political, legal, music, art, and military activism. Students will also learn the distinctions between activism, advocacy, and agency as well as the interplay between these types of resistant actions against oppressive systems across diverse societies."|" "|" "|""|""
"041442"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"331"|"GCOE"|"College of Educ&Human Develp"|"Gender and Sport"|"Gender and Sport"|"This course explores the history and contemporary role of gender, sex, and sexism in sporting spaces. Significant sporting events along with political and sociocultural shifts in society will be examined using gender-based theoretical frameworks. Students will identify the ways in which and specific conditions when sport reinforces, resists, and/or reflects dominant gender ideologies."|" "|" "|""|""
"041443"|"2019-09-03"|"UGRD"|"SL"|"Sport Leadership"|"110"|"GCOE"|"College of Educ&Human Develp"|"Sport and the Environment"|"Sport and the Environment"|"This course explores the impact of sport on the environment across international contexts. Key concepts discussed in this course will include environmental sustainability, ecosystem, toxicity/pollution, waste management, recycling, natural resources, and renewable energy. The standards of the Leadership in Energy and Environmental Design (LEED) certification will be explored and discussed. Sport events and programs across international, national, regional, and local levels will be explored."|" "|" "|""|""
"041446"|"2023-01-23"|"UGRD"|"MKT"|"Marketing"|"479"|"MGT"|"College of Management"|"Digital Marketing"|"Digital Marketing"|"Digital marketing forms the backbone of today's economy and brands are putting more of a focus on digital marketing than ever before. This course will help students gain an understanding of how the digital economy works and develop the critical insights necessary to succeed in e-commerce and digital marketing. This course provides the fundamental knowledge and marketing perspective required to successfully conduct digital marketing activities in organizations of different types and sizes. This class will give students the theoretical understanding of the internet marketplace necessary to adapt to its many changes, while also equipping students with the skills they will need to perform vital daily functions. When students complete the course, they will have a richer understanding of the foundations of the new digital marketing landscape and acquire a new set of skills, concepts, and tools to help them digitally create, distribute, promote and price products and services."|"Pre-requisite: MKT 301 and 60 credits"|"Non-degree exclude from list"|""|""
"041466"|"2023-01-23"|"UGRD"|"CHEM"|"Chemistry"|"105"|"CSM"|"Science & Mathematics"|"Supplemental Chemistry"|"Supplemental Chemistry"|"This asset-based course is designed to complement CHEM 115. Students enrolled in the course participate in problem sessions pertaining to material covered CHEM 115. Students engage in culturally relevant work to support learning and success in CHEM 115."|"Co-requisite: CHEM 115 and invitation by the Chemistry Department"|"Non-degree exclude from list"|"This course meets twice a week."|""
"041467"|"2020-09-08"|"GRAD"|"ABA"|"Applied Behavioral Analysis for Special Population"|"650"|"GCOE"|"College of Educ&Human Develp"|"Philosophical Underpinnings of Applied Behavior Analysis"|"Philosophical Underpinnings"|"This introductory course offers a comprehensive study of the philosophical and historical foundations of behavior analysis, with special emphasis of behaviorism, experimental analysis of behavior, and the application of applied behavior analysis Topics covered during this course include a historical perspective of behaviorism, description and environmental explanation of behavior, the science of behavior analysis, the relationship between behavior analysis and other psychological sciences and theories, as well as the major professional issues currently facing the field. Additionally, students will identify and analyze the key components of empirical research published in scholarly journals in the field of behavior analysis related to the topics in this course. This course emphasizes the tenets of behaviorism in the application of behavior analysis to interpreting and understanding everyday events."|" "|" "|""|""
"041478"|"2020-01-27"|"UGRD"|"COMM"|"Communication"|"372"|"LA"|"Liberal Arts"|"Social Media and Strategic Communication"|"Social Media & Strategic Comm"|"Social Media and Strategic Communication is a course dedicated to exploring the new emerging technologies and mediums influencing business, marketing, public relations, and advertising practices and research. This course acquaints you with practical knowledge and analytical skills necessary to create, evaluate, and execute social media campaigns. This course also provides lectures, iconic and current case studies using social media, team and individual assignments, and engaged activities that will help you in developing a strong social media skill set to take a future job and/or internship interviews in your respective field of study."|"Pre-requisite: COMM 270"|" "|""|""
"041479"|"2023-09-05"|"UGRD"|"HIST"|"History"|"468"|"LA"|"Liberal Arts"|"Age of FDR: America in Depression and War"|"Age of FDR"|"The Great Depression of the 1930's was the worst economic disaster in America history, and World War II was a devastating international war. Franklin Delano Roosevelt was elected president in 1932 in large part due to the depression and spent longer in the White House than anyone else largely due to the onset of war in both Europe and Asia in the late 1930s. This course explores America in the depths of depression and during war: how people went on with their lives, how different groups were affected by depression and then war, and how the government under FDR responded to economic disaster followed by total war. Modern America came out of this era; government intervention to stabilize the economy, a greatly increased military presence around the world, and a vastly larger middle class were all the result of policies put into place in the 1930s and 1940s."|"Pre-requisite: ENGL 102 and HIST 101"|" "|"This course in only offered occasionally. Please contact the History department for more information."|""
"041480"|"2023-01-23"|"UGRD"|"JAPAN"|"Japanese"|"100"|"LA"|"Liberal Arts"|"Intensive Elementary Japanese"|"Intensive Elementary Japanese"|"An intensive language course that covers the entire elementary level in one semester. Open to all students with no previous academic training in Japanese. Students completing this course satisfactorily will be allowed to enter directly into language courses at the intermediate level."|" "|"World Languages"|""|""
"041481"|"2022-09-06"|"UGRD"|"JAPAN"|"Japanese"|"385L"|"LA"|"Liberal Arts"|"Topics in Japanese Cinema"|"Topics in Japanese Cinema"|"This course offers in-depth study of Japanese cinema related to a particular theme. The focus changes from semester to semester depending on the theme treated in that specific semester. In all cases, the class will examine the chosen theme as depicted Japanese cinema from the prewar period to the present through a wide range of cinematic styles, including silent, black-and-white, anime, period, and contemporary films, and urge students to engage in questions pertaining to the production, consumption, and reception of film in Japanese society and beyond. This course will be taught in English."|" "|" "|"JAPAN 385L and CINE 385L are the same course."|""
"041481"|"2022-09-06"|"UGRD"|"CINE"|"Cinema Studies"|"385L"|"LA"|"Liberal Arts"|"Topics in Japanese Cinema"|"Topics in Japanese Cinema"|"This course offers in-depth study of Japanese cinema related to a particular theme. The focus changes from semester to semester depending on the theme treated in that specific semester. In all cases, the class will examine the chosen theme as depicted Japanese cinema from the prewar period to the present through a wide range of cinematic styles, including silent, black-and-white, anime, period, and contemporary films, and urge students to engage in questions pertaining to the production, consumption, and reception of film in Japanese society and beyond. This course will be taught in English."|" "|" "|"JAPAN 385L and CINE 385L are the same course."|""
"041482"|"2022-09-06"|"UGRD"|"HIST"|"History"|"275L"|"LA"|"Liberal Arts"|"Learning to Labor: Work and Education in US History"|"Work and Education in the US"|"This course explores the intertwined history of education and work in the United States. We will ask how schools and school systems, arose in the nineteenth-century US, and what purpose the people who ran and attended these schools expected them to serve. We will chart the expansion and specialization of school systems across the country, and ask how schools came to sort workers into jobs, reinforcing racial and gender inequality in the process. Who teaches, and what do they teach? Who trains and employs teachers, and under what conditions?"|" "|"United States"|"HIST 275L and LABOR 275L are the same course."|""
"041482"|"2022-09-06"|"UGRD"|"LABOR"|"Labor"|"275L"|"LA"|"Liberal Arts"|"Learning to Labor: Work and Education in US History"|"Work and Education in the US"|"This course explores the intertwined history of education and work in the United States. We will ask how schools and school systems, arose in the nineteenth-century US, and what purpose the people who ran and attended these schools expected them to serve. We will chart the expansion and specialization of school systems across the country, and ask how schools came to sort workers into jobs, reinforcing racial and gender inequality in the process. Who teaches, and what do they teach? Who trains and employs teachers, and under what conditions?"|" "|"United States"|"HIST 275L and LABOR 275L are the same course."|""
"041483"|"2022-09-06"|"UGRD"|"HIST"|"History"|"390L"|"LA"|"Liberal Arts"|"Working-Class Boston"|"Working-Class Boston"|"This course explores the working-class and urban history of Boston across nearly 400 years, with a focus on the nineteenth and twentieth centuries. We will discuss the ways in which dynamics of race, gender, religion, and citizenship have shaped, and continue to shape, the lives of working people and the city of Boston."|" "|"United States"|"HIST 390L and LABOR 390L are the same course."|""
"041483"|"2022-09-06"|"UGRD"|"LABOR"|"Labor"|"390L"|"LA"|"Liberal Arts"|"Working-Class Boston"|"Working-Class Boston"|"This course explores the working-class and urban history of Boston across nearly 400 years, with a focus on the nineteenth and twentieth centuries. We will discuss the ways in which dynamics of race, gender, religion, and citizenship have shaped, and continue to shape, the lives of working people and the city of Boston."|" "|"United States"|"HIST 390L and LABOR 390L are the same course."|""
"041485"|"2020-01-27"|"UGRD"|"THRART"|"Theatre Arts"|"200"|"LA"|"Liberal Arts"|"Enlivening Cultural and Gender Identities Through Dress"|"Identies Through Dress"|"This course will study context-specific dress codes from around the globe and the USA. It will be divided into four parts: Guilds and Heritage, Festive Spirit and Human Geography. Reenactment and Living History, and Costume Play and Culture. Students explore how the mobility of people, ideas, and practices, across a variety of borders, reflect the choice of dress as an indicator of contemporary social experience within a global cultural environment. This course provides a space for students to experience and embrace diversity by drawing upon Boston community members who represent a breadth of global populations. This class is a hands-on, interactive course designed with the support of the Mellon Foundation."|" "|"International, Humanities"|""|""
"041502"|"2016-01-25"|"GRAD"|"COUNSL"|"Counseling"|"695"|"GCOE"|"College of Educ&Human Develp"|"Independent Study"|"Independent Study"|"This course allows for the comprehensive study of a particular topic or a field work experience under the direction of a faculty member. A detailed proposal must be submitted to the faculty member prior to registration."|" "|" "|""|""
"041502"|"2024-12-31"|"GRAD"|"COUNSL"|"Counseling"|"695"|"GCOE"|"College of Educ&Human Develp"|"Independent Study"|"Independent Study"|"This course allows for the comprehensive study of a particular topic or a field work experience under the direction of a faculty member. A detailed proposal must be submitted to the faculty member prior to registration."|" "|" "|""|""
"041507"|"2021-06-01"|"UGRD"|"ART"|"Art"|"220"|"LA"|"Liberal Arts"|"Introduction to Graphic Design"|"Introduction to Graphic Design"|"ART 220 is an introduction to the field of Graphic Design. Lectures, discussion, and readings will give students an informed appreciation of visual communication strategy. Class projects will hone students' practical ability to create visual solutions and messaging with clarity and effectiveness. Throughout the semester, students will gain mastery of various technical skills so that they can freely express their design intent."|" "|" "|""|""
"041508"|"2021-06-01"|"UGRD"|"ART"|"Art"|"224"|"LA"|"Liberal Arts"|"Museum Practices"|"Museum Practices"|"This course is an introduction to museum studies for undergraduates interested in exploring the fundamental components of museum and collections work. We look at museum functions as well as the humanistic values underlying their missions, programming and displays. As there are many kinds of museums, the course is appropriate to many majors, including Anthropology, Art, History, and Science. The course features individual and group assignments based on classwork and field trips, culminating with a project developing a virtual exhibition. The class is conducted in seminar format, meeting once per week for 3 hours. This is a hands-on, interactive course designed with the support of the Mellon Foundation."|"Pre-requisite: Sophomore standing"|"Humanities"|""|""
"041509"|"2022-09-06"|"UGRD"|"ASIAN"|"Asian Studies"|"335L"|"LA"|"Liberal Arts"|"Literature and the Arts of the Islamic World"|"Lit & Arts of Islamic World"|"This course examines the development of literature and the arts of the Islamic world from the early Islamic period to the modern day, focusing upon the specific ways in which religion interacted with the cultures of Islamic lands to inform these developments. The course will draw upon visual, performing, and literary traditions from across the Islamic world, from Andalusia to Mughal India, and from Indonesia to the Caribbean. Through the semester, students will be exposed to a diversity of geographical, religious, devotional, sectarian, and gender perspectives. This is a hands-on, interactive course designed with the support of the Mellon Foundation."|"Pre-requisite: a minimum of 15 credits"|"International, World Cultures"|"ASIAN 335L and RELSTY 335L are the same course."|""
"041509"|"2022-09-06"|"UGRD"|"RELSTY"|"Study of Religion"|"335L"|"LA"|"Liberal Arts"|"Literature and the Arts of the Islamic World"|"Lit & Arts of Islamic World"|"This course examines the development of literature and the arts of the Islamic world from the early Islamic period to the modern day, focusing upon the specific ways in which religion interacted with the cultures of Islamic lands to inform these developments. The course will draw upon visual, performing, and literary traditions from across the Islamic world, from Andalusia to Mughal India, and from Indonesia to the Caribbean. Through the semester, students will be exposed to a diversity of geographical, religious, devotional, sectarian, and gender perspectives. This is a hands-on, interactive course designed with the support of the Mellon Foundation."|"Pre-requisite: a minimum of 15 credits"|"International, World Cultures"|"ASIAN 335L and RELSTY 335L are the same course."|""
"041510"|"2025-01-27"|"UGRD"|"ENGL"|"English"|"268"|"LA"|"Liberal Arts"|"Outbreak! On Reading Narratives of Infectious Disease"|"Outbreak!"|"English 268 is designed to draw students from across all majors to the humanities by focusing on an issue that impacts everyone: infectious diseases, and the stories that are told about them. The material in the course comes from many sources: archival documents, the science of epidemiology, accounts in creative non-fiction, and works of imaginative literature. The class will visit historical sites and perform their own archival research in the Massachusetts state archives. This is a hands-on, interactive course designed with the support of the Mellon foundation."|" "|"Humanities"|""|""
"041511"|"2020-01-27"|"UGRD"|"LATAM"|"Latin American Studies"|"160"|"LA"|"Liberal Arts"|"Building Language Justice: Translation, Migration, and Linguistic Human Rights"|"Building Language Justice"|"This interdisciplinary course introduces the concept of Language Justice through the field of Translation Studies. Students will study translation as a tool of both colonization and decolonization through readings in Latin American studies, literary translation, linguistic human rights, and translation activism. Language diversity is related but not easily mapped onto other categories including race, nationality, class, and citizenship status, and this course will use translation as a lens to analyze creative cultural forms that represent language diversity through the histories of migration in Latin America and the US. Creative activities and written assignments will hone critical thinking skills, enhance translation literacy, and attune students to the linguistic diversity around us and the choices that go into production any translated work. ***Taught in English, this is a hands-on, interactive course designed with the support of the Mellon Foundation."|" "|"International, Humanities"|""|""
"041513"|"2020-01-27"|"UGRD"|"NAIS"|"Native American and Indigenous Studies"|"488"|"LA"|"Liberal Arts"|"Working for Native Communities: Internship/Directed Study"|"Working for Native Communities"|"This course examines the way in which research skills can be applied to concrete problems and their solutions particularly as they apply to various Native American/Indigenous communities in the Boston area. The course will give students the opportunity to develop and practice concrete research/presentation skills such as learning how to listen, how to work with a community, analysis, writing, public speaking, and team-building skills."|"Pre-requisite: ANTH/NAIS/HIST 278L and HIST 262 or 263"|" "|""|""
"041514"|"2020-01-27"|"UGRD"|"PHIL"|"Philosophy"|"376"|"LA"|"Liberal Arts"|"Consent"|"Consent"|"Consent plays an important role in our lives. It gives us the moral and legal power to transform our relationships with others: by requiring that we give valid consent to certain acts, we're protected from unwanted interference, while the ability to grant it allows us to transform what might otherwise be a crime into a benefit. While most philosophers agree about the value and power of consent, they disagree about the conditions necessary for valid consent, the ways in which consent can be vitiated, and the content of policies, regulations, and laws designed to govern it. The primary purpose of this course is to provide an advanced survey of this disagreement, with a special focus on consent to medical procedures and to sexual relations. This course offers opportunities for collaborative, civic engagement, and a major assignment in this course may be included in a Writing Proficiency Requirement portfolio. This is a hands-on, interactive course designed with the support of the Mellon Foundation."|"Pre-requisite: PHIL 100 or PHIL 108 or PHIL 222 or PHIL 207G or PHIL 130G or PHIL 286"|"Humanities"|""|""
"041515"|"2022-09-06"|"UGRD"|"POLSCI"|"Political Science"|"370"|"LA"|"Liberal Arts"|"Human Rights, Immigration and Gender in Mexico"|"Human Rights in Mexico"|"This course looks at two interrelated topics with which the Mexican state has an extremely poor track record: the well-being of women and treatment of immigrants. Women continue to have worse prospects in education, employment, and access to healthcare, and face a spike in gender violence that has touched every social class and corner of the country. As a result, social movements continue to hold the state to account. Likewise, the Mexican government has an abysmal history in its treatment of migrants crossing the country to reach the United States. Its approach to migrants, which has vacillated between tacitly welcoming to extremely repressive, has taken on new salience in recent years and speaks to issues central to the Us-Mexico relationship and international relations more broadly. All courses will be taught in English."|" "|"International"|"This course is part of the Maymester program, which means students will receive instruction abroad for the vast majority of it. It will be done i coordination with UNAM, the national autonomous university of Mexico, the largest university in the country, and scholars based in Mexico City. No Spanish necessary."|""
"041516"|"2022-09-06"|"UGRD"|"PORT"|"Portuguese"|"385"|"LA"|"Liberal Arts"|"Special Topics in Portuguese Studies"|"Topics in Portuguese Studies"|"Taught in English, this course allows for an in-depth and detailed exploration of a specific topic in Portuguese Studies that is not regularly covered in other departmental offerings. Course content varies and is announced during registration."|"Pre-requisite: completed 30 or more credits"|" "|"May be taken more than once for credit with departmental approval."|""
"041517"|"2022-09-06"|"UGRD"|"CINE"|"Cinema Studies"|"412L"|"LA"|"Liberal Arts"|"Gender, Human Rights, and Global Cinema"|"Human Rights Cinema"|"This course examines cinematic narratives of social injustices, across the world, with a special focus on gender and feminism. We study the stylistic, generic, and artistic choices made by filmmakers across geographic regions to understand how, rather than a neutral medium, cinema is often ideologically constructed to reinforce imperialistic and gendered power relations. Further, we study how cinema can be a powerful mode of dissent and advocacy. We engage with the central question, How do we determine a feminist impulse, narration and motivation in cinematic production about human rights struggles, and what difference does that make? Students will examine cinema from critical interdisciplinary and intersectional perspectives on human rights, aesthetics and gender. This is a hands-on, interactive course designed with the support of the Mellon Foundation."|"Pre-requisite: ENGL 101 or 102 or permission of instructor."|"International, Humanities"|"CINE 412L and WGS 412L are the same course."|""
"041517"|"2022-09-06"|"UGRD"|"WGS"|"Women's,  Gender & Sexuality  Studies"|"412L"|"LA"|"Liberal Arts"|"Gender, Human Rights, and Global Cinema"|"Human Rights Cinema"|"This course examines cinematic narratives of social injustices, across the world, with a special focus on gender and feminism. We study the stylistic, generic, and artistic choices made by filmmakers across geographic regions to understand how, rather than a neutral medium, cinema is often ideologically constructed to reinforce imperialistic and gendered power relations. Further, we study how cinema can be a powerful mode of dissent and advocacy. We engage with the central question, How do we determine a feminist impulse, narration and motivation in cinematic production about human rights struggles, and what difference does that make? Students will examine cinema from critical interdisciplinary and intersectional perspectives on human rights, aesthetics and gender. This is a hands-on, interactive course designed with the support of the Mellon Foundation."|"Pre-requisite: ENGL 101 or 102 or permission of instructor."|"International, Humanities"|"CINE 412L and WGS 412L are the same course."|""
"041535"|"2020-01-27"|"GRAD"|"APLING"|"Applied Linguistics"|"640"|"LA"|"Liberal Arts"|"French Applied Linguistics"|"French Applied Linguistics"|"This course focuses on the application of selected linguistic topics to the pedagogy of French as a foreign language in the United States. Drawing on a sociolinguistically-oriented survey of the linguistic situation in various Francophone regions o the world, it explores variability in French, including social, stylistic, and geographical variation, and implications of such variability for the French as a Foreign Language classroom. The examination of French as found in multiple settings leads to exploring what it means to be a native speaker, and how and why the construct has been problematized in the applied linguistic literature. The course also discusses issues of language policy in France and the Francophone world and questions about the selection and development of language norms and pedagogical norms."|"Pre-requisite: APLING 601 and APLING 605"|" "|""|""
"041536"|"2020-01-27"|"GRAD"|"SPE G"|"Special Education"|"662"|"GCOE"|"College of Educ&Human Develp"|"Autism Spectrum Disorder: Assessment and Collaboration"|"ASD Assessment"|"This course focuses on assessment of students with autism spectrum disorder (ASD) including: an ability to identify, administer, and interpret a range of formal and informal tools in a culturally and linguistically appropriate manner that assess the unique strengths, skills (including academic , social, behavioral and adaptive) and learning styles of students with autism ages 3-22. Knowledge of how ongoing assessment and data collection can be used to inform instruction, services and supports; monitor progress and rates and patterns of skill acquisition; and ensure the maintenance and generalization of skills across settings. Understanding and supporting the roles of other disciplines and professionals involved in the education of students with autism and facilitation coordination and collaboration of relevant IEP team members, including parents or caregivers, related service providers and medical professionals, to meet the unique needs of students with autism and a culturally sensitive manner."|" "|" "|""|""
