"CLASS_STRM_LDESC"|"CLASS_STRM_SDESC"|"CLASS_ACAD_GROUP_LDESC"|"CLASS_ACAD_GROUP_CD"|"CLASS_ACAD_CAREER"|"CLASS_SESSION_LDESC"|"CLASS_SUBJECT_LDESC"|"CLASS_SUBJECT_CD"|"CLASS_CATALOG_NBR"|"CLASS_CLASS_SECTION"|"CLASS_CLASS_NBR"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCRLONG"|"CLASS_ENRL_STAT_SDESC"|"CRSE_UNITS_MAXIMUM"|"Meeting Pattern"|"CLASSM_START_DT"|"CLASSM_END_DT"|"CLASSM_MEETING_TIME_START"|"CLASSM_MEETING_TIME_END"|"CLASS_ENRL_CAP"|"CLASS_ENRL_TOT"|"CLASS_INSTRUCTOR_NAME"|"CLASS_FACILITY_ID"|"CLASS_FACILITY_DESCRLONG"|"BUILDING_CODE"|"CRSE_CONSENT"|"COFFR_PRE_REQ_LDESC"|"CLASS_MTG_DESCR1"|"CLASS_NOTES_1"|"CLASS_NOTES_2"|"CLASS_NOTES_3"|"CLASS_NOTES_4"|"CLASS_NOTES_5"|"CLASS_NOTES_6"|"CLASS_NOTES_7"|"CLASS_NOTES_8"|"CLASS_NOTES_9"|"CLASS_NOTES_10"|"CLASSM_MONDAY"|"CLASSM_TUESDAY"|"CLASSM_WEDNESDAY"|"CLASSM_THURSDAY"|"CLASSM_FRIDAY"|"CLASSM_SATURDAY"|"CLASSM_SUNDAY"|"CATTR_CRSE_ATTR"|"CATTR_CRSE_ATTR_VALUE_DESCR"|"CRSE_UNITS_MINIMUM"|"INSTRUCTION_MODE"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"02"|"1233"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"2"|"0"|"Wan,Chi"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"03"|"2047"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"1"|"0"|"TBD"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"04"|"2048"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"1"|"0"|"Gao,Lucia S"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"05"|"2049"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"1"|"0"|"Konan,Martin K"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"06"|"2050"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"1"|"0"|"Konan,Martin K"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"07"|"2051"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"1"|"0"|"Verma,Kiran"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"08"|"2929"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"30"|"0"|"TBD"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"09"|"2930"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"30"|"0"|"TBD"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"10"|"2937"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"30"|"0"|"Grant,James L"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"11"|"2938"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"2"|"0"|"Grant,James L"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"696"|"12"|"3718"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"20"|"0"|"Chakraborty,Atreya"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Accounting/Finance"|"MBA AF"|"697"|"01"|"9683"|"Special Topics"|"This course addresses a specific topic in a particular discipline. Courses under this title are offered as one-time supplements to a given department's curriculum."|"Closed"|"6.00"|"F"|"09/03/2024"|"12/13/2024"|"14:00"|"16:45"|"35"|"36"|"Wan,Chi"|"Y04-4160"|"University Hall Y04-4160"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"F"|""|""|""|" "|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"650"|"01"|"1234"|"Organizational Analysis and Skills"|"This course focuses on the organization of the future, identifying its characteristics and exploring the strategic design and political and cultural implications for working in and managing such an organization. It examines the impact of the new organization on the roles and careers of individual managers, the functioning of groups, the processes that exist within organizations, the relationships of organizations with their environments, and the learning and change practices needed to enhance global performance. First-semester MBA students are introduced to a variety of skills that they will be called upon to use throughout their MBA experience (case analysis, analytical writing, self-awareness, team-building, oral communication)."|"Open"|"3.00"|"W"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"30"|"20"|"Carberry,Edward John"|"Y01-1320"|"University Hall Y01-1320"|"UNIVERSITY"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"650"|"02"|"3940"|"Organizational Analysis and Skills"|"This course focuses on the organization of the future, identifying its characteristics and exploring the strategic design and political and cultural implications for working in and managing such an organization. It examines the impact of the new organization on the roles and careers of individual managers, the functioning of groups, the processes that exist within organizations, the relationships of organizations with their environments, and the learning and change practices needed to enhance global performance. First-semester MBA students are introduced to a variety of skills that they will be called upon to use throughout their MBA experience (case analysis, analytical writing, self-awareness, team-building, oral communication)."|"Closed"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"30"|"30"|"Carberry,Edward John"|"Y03-3350"|"University Hall Y03-3350"|"UNIVERSITY"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"650"|"04"|"9842"|"Organizational Analysis and Skills"|"This course focuses on the organization of the future, identifying its characteristics and exploring the strategic design and political and cultural implications for working in and managing such an organization. It examines the impact of the new organization on the roles and careers of individual managers, the functioning of groups, the processes that exist within organizations, the relationships of organizations with their environments, and the learning and change practices needed to enhance global performance. First-semester MBA students are introduced to a variety of skills that they will be called upon to use throughout their MBA experience (case analysis, analytical writing, self-awareness, team-building, oral communication)."|"Closed"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"32"|"32"|"Shamatta,Margaret Batista"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"650"|"05"|"9843"|"Organizational Analysis and Skills"|"This course focuses on the organization of the future, identifying its characteristics and exploring the strategic design and political and cultural implications for working in and managing such an organization. It examines the impact of the new organization on the roles and careers of individual managers, the functioning of groups, the processes that exist within organizations, the relationships of organizations with their environments, and the learning and change practices needed to enhance global performance. First-semester MBA students are introduced to a variety of skills that they will be called upon to use throughout their MBA experience (case analysis, analytical writing, self-awareness, team-building, oral communication)."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"32"|"31"|"Shamatta,Margaret Batista"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"650"|"06"|"9844"|"Organizational Analysis and Skills"|"This course focuses on the organization of the future, identifying its characteristics and exploring the strategic design and political and cultural implications for working in and managing such an organization. It examines the impact of the new organization on the roles and careers of individual managers, the functioning of groups, the processes that exist within organizations, the relationships of organizations with their environments, and the learning and change practices needed to enhance global performance. First-semester MBA students are introduced to a variety of skills that they will be called upon to use throughout their MBA experience (case analysis, analytical writing, self-awareness, team-building, oral communication)."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"32"|"31"|"Shamatta,Margaret Batista"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"660"|"01"|"2818"|"Business and Its Environment"|"This course looks at the relationship of business to the external environment and considers business in relation to legal, social, political, and economic systems, focusing in particular on the impact of governmental regulation on business. The course also addresses the functioning of the US business enterprise in the context of the international business environment. Finally, through an examination of the role of ethics in management decision-making, the course explores how business organizations can operate effectively and responsibly in the context of the external environment."|"Open"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"30"|"29"|"Shamatta,Margaret Batista"|"Y01-1300"|"University Hall Y01-1300"|"UNIVERSITY"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"660"|"02"|"9845"|"Business and Its Environment"|"This course looks at the relationship of business to the external environment and considers business in relation to legal, social, political, and economic systems, focusing in particular on the impact of governmental regulation on business. The course also addresses the functioning of the US business enterprise in the context of the international business environment. Finally, through an examination of the role of ethics in management decision-making, the course explores how business organizations can operate effectively and responsibly in the context of the external environment."|"Closed"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"32"|"32"|"Dorado-Banacloche,Silvia"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"660"|"03"|"9846"|"Business and Its Environment"|"This course looks at the relationship of business to the external environment and considers business in relation to legal, social, political, and economic systems, focusing in particular on the impact of governmental regulation on business. The course also addresses the functioning of the US business enterprise in the context of the international business environment. Finally, through an examination of the role of ethics in management decision-making, the course explores how business organizations can operate effectively and responsibly in the context of the external environment."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"32"|"30"|"Dorado-Banacloche,Silvia"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"664"|"01"|"13633"|"The Legal Environment of Business"|"This course seeks to help students broaden their understanding of our legal and regulatory system and how it affects them as business managers. Businesses have become increasingly subject to laws and regulations. Legal and regulatory provisions pervade such aspects of business as the sale of securities; marketing practices; product liability; and business relationships with employees, customers, and other interested parties. This course assists students in developing their ability to meet the legal and regulatory demands and responsibilities of contemporary business."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"30"|"28"|"Oleyer,Matthew Connor"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = MBAMGT 650 an 660 and Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"671L"|"01"|"3457"|"Introduction to Environmental Management"|"This course focuses on the critical factors for building competitive and environmental strategies for business in the areas of environmental management and sustainability. It examines the drivers behind the 'green wave', the factors and tools for developing successful environmental initiatives and how to integrate environmental thinking into the business strategy. Key topics covered in the course will include clean energy, green design, product life-cycle assessment, green chemistry, eco-branding, circular business, practices, and sustainability reporting."|"Open"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"22"|"11"|"Veleva,Vesela Raykova"|"M03-0430"|"McCormack M03-0430"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|"BMOD"|"Beacon Flex Course"|"3.00"|"F"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"671L"|"01"|"3457"|"Introduction to Environmental Management"|"This course focuses on the critical factors for building competitive and environmental strategies for business in the areas of environmental management and sustainability. It examines the drivers behind the 'green wave', the factors and tools for developing successful environmental initiatives and how to integrate environmental thinking into the business strategy. Key topics covered in the course will include clean energy, green design, product life-cycle assessment, green chemistry, eco-branding, circular business, practices, and sustainability reporting."|"Open"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"22"|"11"|"Veleva,Vesela Raykova"|"BEACONFLEX"|"BEACONFLEX"|"UMB"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|"BMOD"|"Beacon Flex Course"|"3.00"|"F"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"683"|"01"|"2074"|"Leadership Management in 21st Century"|"This course will explore leadership as it is practiced in corporate and public-sector environments. The course will emphasize the role of leaders in guiding organizations through turbulent business climates, in motivating subordinates and teams, and in crafting strategic visions for their organizations. Change management, globalization, and human resource management factor strongly into discussions and readings."|"Open"|"3.00"|"W"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"30"|"17"|"Scully,Maureen A"|"Y03-3350"|"University Hall Y03-3350"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"W"|""|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"689"|"01"|"2498"|"Strategic Management"|"Considers the diverse situations typically confronted by upper-level management and strategies for managing these situations, using knowledge acquired through study of the MBA Core. These strategies are based on an analysis of the internal conditions of the firm and the constraints and opportunities afforded by the external environment. Students learn to develop strategy implementation plans that provide detailed descriptions of appropriate executive action."|"Open"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"24"|"13"|"Wibiralske,Charles Harrison"|"W02-0206"|"W02-0206 Active Learning Cente"|"WHEATLEY"|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"689"|"02"|"9847"|"Strategic Management"|"Considers the diverse situations typically confronted by upper-level management and strategies for managing these situations, using knowledge acquired through study of the MBA Core. These strategies are based on an analysis of the internal conditions of the firm and the constraints and opportunities afforded by the external environment. Students learn to develop strategy implementation plans that provide detailed descriptions of appropriate executive action."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"30"|"21"|"Haigh,Nardia Lee"|"ON-LINE"|"On-line course"|"ON-LINE"|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"689"|"03"|"9848"|"Strategic Management"|"Considers the diverse situations typically confronted by upper-level management and strategies for managing these situations, using knowledge acquired through study of the MBA Core. These strategies are based on an analysis of the internal conditions of the firm and the constraints and opportunities afforded by the external environment. Students learn to develop strategy implementation plans that provide detailed descriptions of appropriate executive action."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"30"|"17"|"Haigh,Nardia Lee"|"ON-LINE"|"On-line course"|"ON-LINE"|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"696"|"01"|"1235"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"2"|"0"|"Veleva,Vesela Raykova"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Management"|"MBAMGT"|"696"|"02"|"1236"|"Independent Study"|"Independent study credit is granted only for academic work not normally offered in advanced courses. A student must find a faculty sponsor for his or her independent study project and then file a proposal for the project in the MBA Office. The proposal should be signed by both the student and the faculty sponsor."|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"2"|"0"|"Veleva,Vesela Raykova"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Management"|"MBAMGT"|"698"|"01"|"9849"|"Practicum"|"Because education can happen almost anywhere, not only in a classroom, the Practicum is a systematic attempt to introduce management students in a new learning environment. Through this course students can enhance the knowledge acquired in the classroom, try out skills and abilities, gain new perspectives on career goals and academic directions, gain 'real world' work experience and further their personal and professional development. The Practicum may relate to any of the functional areas of Management: Accounting and Finance, Marketing, Operations Management, Management Science, Human Resources or International Management; and may be arranged according to your specialization or may be based more on general management opportunities."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"28"|"18"|"Scialoia,John P"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Marketing"|"MBAMKT"|"668"|"01"|"4584"|"Entrepreneurship Sales & Marketing"|"Entrepreneurship Sales & Marketing is a course that will prepare you for an entry level sales and marketing position in a startup initiative as well as prepare you to launch your own sales and marketing initiative in your own startup. Live role play scenarios with experienced sales and marketing entrepreneurs will prepare you for the multiple areas of responsibilities and interactions within a startup organization as well as outward facing prospect and customer responsibilities and interactions that are required in a startup. And you will be exposed to the overall process and tools that drive a sales/marketing organization in a startup. Students will also be provided preparation assistance and given priority consideration to the internships offered through UMass Boston's Student Entrepreneurship Program (StEP)"|"Open"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"11"|"9"|"Todaro,Scott B"|"M03-0407"|"McCormack M03-0407"|"MCCORMACK"|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Marketing"|"MBAMKT"|"670"|"01"|"4424"|"Marketing Management"|"This course focuses on the strategic decisions necessary to match organizational resources with market opportunities. Students learn to analyze market opportunities, to develop marketing plans and marketing mix strategies, and to manage implementation and control of the marketing plan."|"Closed"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"35"|"36"|"Zhang,Jurui"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = MBA AF 610 and Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Marketing"|"MBAMKT"|"671"|"01"|"9766"|"Marketing Research"|"This course is intended to improve your ability to actually use research as a formalized means of obtaining information to be used in making decisions in the context of increasingly globalized, diverse, and information-oriented marketplace, business world, and nonprofit organizations. During the information collection, analysis, and report process, you will learn a set of fundamental marketing research skills of problems formulation, research design, measurement scale development, questionnaire design, data collection, basic and multivariate data analysis, report writing, and presentation."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"35"|"34"|"Liu,Raymond Ruiming"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Marketing"|"MBAMKT"|"672"|"01"|"9767"|"Services Marketing"|"This course examines what differentiates services marketing from the marketing of products. Special attention is given to the unusually intricate coordination of planning and interaction that the marketing of services requires among the traditional management functions of marketing, operations, human resources, and finance."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"35"|"14"|"Kunz,Werner Hermann"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = MBAMKT 670 and Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Regular"|"MBA Marketing"|"MBAMKT"|"674"|"01"|"10388"|"International Marketing"|"This course introduces the student to a systematic treatment of marketing on a global scale. Topics include the world market environment and its characteristics; identifying opportunities; and the development, implementation, and control of multinational marketing programs."|"Open"|"3.00"|"M"|"09/03/2024"|"12/13/2024"|"17:30"|"20:15"|"35"|"12"|"Zurawicki,Leon"|"W01-0064"|"Wheatley W01-0064"|"WHEATLEY"|"N"|"  Pre-req = MBAMKT 670 and Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|""|""|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"College of Management"|"MGT"|"GRAD"|"Spec Prg1"|"MBA Marketing"|"MBAMKT"|"677"|"01"|"9768"|"Database & Internet Marketing"|""|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"35"|"11"|"Napolitano,Paul"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|"  Pre-req = MBAMKT 670 and Graduate degree student in Management"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
